subject,file,link,lineno,NOC,NOL,experience-based,statistics-based,tuning machine,smell
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_clear.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_clear.py#L173,173,38,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/recognition/vgg_face2_keras.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/recognition/vgg_face2_keras.py#L93,93,66,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/manual_balance.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/manual_balance.py#L45,45,40,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/color/manual_balance.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/color/manual_balance.py#L46,46,66,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/writer/pillow.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/writer/pillow.py#L56,56,49,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/box_blend.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/box_blend.py#L26,26,40,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/convert/mask/mask_blend.py,https://github.com/deepfakes/faceswap/blame/master/plugins/convert/mask/mask_blend.py#L86,86,56,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tests/lib/model/optimizers_test.py,https://github.com/deepfakes/faceswap/blame/master/tests/lib/model/optimizers_test.py#L44,44,43,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/scripts/fsmedia.py,https://github.com/deepfakes/faceswap/blame/master/scripts/fsmedia.py#L246,246,65,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/scripts/fsmedia.py,https://github.com/deepfakes/faceswap/blame/master/scripts/fsmedia.py#L363,363,34,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/scripts/fsmedia.py,https://github.com/deepfakes/faceswap/blame/master/scripts/fsmedia.py#L366,366,39,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/scripts/fsmedia.py,https://github.com/deepfakes/faceswap/blame/master/scripts/fsmedia.py#L367,367,41,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/scripts/fsmedia.py,https://github.com/deepfakes/faceswap/blame/master/scripts/fsmedia.py#L418,418,37,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/scripts/fsmedia.py,https://github.com/deepfakes/faceswap/blame/master/scripts/fsmedia.py#L596,596,43,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/scripts/fsmedia.py,https://github.com/deepfakes/faceswap/blame/master/scripts/fsmedia.py#L623,623,64,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/scripts/train.py,https://github.com/deepfakes/faceswap/blame/master/scripts/train.py#L297,297,39,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/scripts/train.py,https://github.com/deepfakes/faceswap/blame/master/scripts/train.py#L340,340,62,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/scripts/extract.py,https://github.com/deepfakes/faceswap/blame/master/scripts/extract.py#L51,51,63,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/scripts/extract.py,https://github.com/deepfakes/faceswap/blame/master/scripts/extract.py#L52,52,68,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/scripts/extract.py,https://github.com/deepfakes/faceswap/blame/master/scripts/extract.py#L55,55,42,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/scripts/extract.py,https://github.com/deepfakes/faceswap/blame/master/scripts/extract.py#L80,80,70,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/scripts/extract.py,https://github.com/deepfakes/faceswap/blame/master/scripts/extract.py#L136,136,38,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/scripts/extract.py,https://github.com/deepfakes/faceswap/blame/master/scripts/extract.py#L194,194,50,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/scripts/extract.py,https://github.com/deepfakes/faceswap/blame/master/scripts/extract.py#L205,205,71,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/config.py,https://github.com/deepfakes/faceswap/blame/master/lib/config.py#L153,153,31,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/config.py,https://github.com/deepfakes/faceswap/blame/master/lib/config.py#L227,227,37,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/config.py,https://github.com/deepfakes/faceswap/blame/master/lib/config.py#L238,238,37,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/convert.py,https://github.com/deepfakes/faceswap/blame/master/lib/convert.py#L230,230,50,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/convert.py,https://github.com/deepfakes/faceswap/blame/master/lib/convert.py#L274,274,55,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/convert.py,https://github.com/deepfakes/faceswap/blame/master/lib/convert.py#L367,367,50,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L78,78,54,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L80,80,50,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L89,89,28,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L187,187,28,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L188,188,52,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L322,322,41,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L324,324,37,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L368,368,55,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L375,375,41,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L413,413,41,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L599,599,42,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L783,783,48,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L824,824,25,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L838,838,53,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L854,854,61,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L988,988,28,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/logger.py,https://github.com/deepfakes/faceswap/blame/master/lib/logger.py#L229,229,38,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gpu_stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gpu_stats.py#L64,64,40,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gpu_stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gpu_stats.py#L163,163,64,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/face_filter.py,https://github.com/deepfakes/faceswap/blame/master/lib/face_filter.py#L126,126,21,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/face_filter.py,https://github.com/deepfakes/faceswap/blame/master/lib/face_filter.py#L127,127,21,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/utils.py,https://github.com/deepfakes/faceswap/blame/master/lib/utils.py#L281,281,30,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/utils.py,https://github.com/deepfakes/faceswap/blame/master/lib/utils.py#L345,345,17,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/utils.py,https://github.com/deepfakes/faceswap/blame/master/lib/utils.py#L425,425,37,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/utils.py,https://github.com/deepfakes/faceswap/blame/master/lib/utils.py#L475,475,56,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/utils.py,https://github.com/deepfakes/faceswap/blame/master/lib/utils.py#L531,531,34,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/utils.py,https://github.com/deepfakes/faceswap/blame/master/lib/utils.py#L633,633,45,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/utils.py,https://github.com/deepfakes/faceswap/blame/master/lib/utils.py#L634,634,30,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/utils.py,https://github.com/deepfakes/faceswap/blame/master/lib/utils.py#L636,636,103,3,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/vgg_face.py,https://github.com/deepfakes/faceswap/blame/master/lib/vgg_face.py#L73,73,66,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/plaidml_tools.py,https://github.com/deepfakes/faceswap/blame/master/lib/plaidml_tools.py#L94,94,61,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/plaidml_tools.py,https://github.com/deepfakes/faceswap/blame/master/lib/plaidml_tools.py#L239,239,54,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/cli/launcher.py,https://github.com/deepfakes/faceswap/blame/master/lib/cli/launcher.py#L44,44,72,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/options.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/options.py#L141,141,34,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/options.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/options.py#L236,236,44,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/command.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/command.py#L55,55,48,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_analysis.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_analysis.py#L355,355,38,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_analysis.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_analysis.py#L464,464,41,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/popup_session.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/popup_session.py#L32,32,39,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/popup_session.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/popup_session.py#L33,33,46,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/popup_session.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/popup_session.py#L127,127,66,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_command.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_command.py#L27,27,37,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_command.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_command.py#L168,168,37,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/menu.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/menu.py#L192,192,29,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/menu.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/menu.py#L324,324,55,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/menu.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/menu.py#L552,552,52,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/menu.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/menu.py#L567,567,58,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_graph.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_graph.py#L41,41,53,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L588,588,43,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L589,589,43,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L590,590,44,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L600,600,35,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L601,601,35,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L602,602,36,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L640,640,87,2,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L667,667,69,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L704,704,37,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L801,801,52,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L802,802,55,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L913,913,37,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L930,930,61,1,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L1115,1115,48,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L1207,1207,33,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_page.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_page.py#L108,108,45,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/popup_configure.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/popup_configure.py#L106,106,46,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/popup_configure.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/popup_configure.py#L223,223,40,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/session.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/session.py#L57,57,41,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/initializers.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/initializers.py#L231,231,47,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/backup_restore.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/backup_restore.py#L115,115,44,1,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/model/generate.py,https://github.com/tonybeltramelli/pix2code/blame/master/model/generate.py#L23,23,34,1,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/model/build_datasets.py,https://github.com/tonybeltramelli/pix2code/blame/master/model/build_datasets.py#L22,22,27,1,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/model/train.py,https://github.com/tonybeltramelli/pix2code/blame/master/model/train.py#L63,63,58,1,1,0,0,True
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/model/train.py,https://github.com/tonybeltramelli/pix2code/blame/master/model/train.py#L63,63,32,1,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/model/train.py,https://github.com/tonybeltramelli/pix2code/blame/master/model/train.py#L64,64,30,1,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/model/sample.py,https://github.com/tonybeltramelli/pix2code/blame/master/model/sample.py#L23,23,34,1,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/model/classes/model/AModel.py,https://github.com/tonybeltramelli/pix2code/blame/master/model/classes/model/AModel.py#L21,21,29,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/tools/pickle_caffe_blobs.py,https://github.com/facebookresearch/Detectron/blame/master/tools/pickle_caffe_blobs.py#L83,83,59,2,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/tools/convert_pkl_to_pb.py,https://github.com/facebookresearch/Detectron/blame/master/tools/convert_pkl_to_pb.py#L197,197,59,1,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/tools/convert_pkl_to_pb.py,https://github.com/facebookresearch/Detectron/blame/master/tools/convert_pkl_to_pb.py#L200,200,41,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/tools/convert_pkl_to_pb.py,https://github.com/facebookresearch/Detectron/blame/master/tools/convert_pkl_to_pb.py#L203,203,91,3,1,1,1,True
