subject,file,link,lineno,NOC,NOL,experience-based,statistics-based,tuning machine,smell
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/tools/convert_pkl_to_pb.py,https://github.com/facebookresearch/Detectron/blame/master/tools/convert_pkl_to_pb.py#L503,503,62,1,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/tools/convert_pkl_to_pb.py,https://github.com/facebookresearch/Detectron/blame/master/tools/convert_pkl_to_pb.py#L560,560,81,3,1,1,1,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/tools/convert_pkl_to_pb.py,https://github.com/facebookresearch/Detectron/blame/master/tools/convert_pkl_to_pb.py#L661,661,44,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/tools/infer.py,https://github.com/facebookresearch/Detectron/blame/master/tools/infer.py#L148,148,46,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/tools/infer.py,https://github.com/facebookresearch/Detectron/blame/master/tools/infer.py#L149,149,46,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/tools/infer.py,https://github.com/facebookresearch/Detectron/blame/master/tools/infer.py#L150,150,46,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/core/config.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/core/config.py#L1122,1122,42,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/core/config.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/core/config.py#L1123,1123,29,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/core/config.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/core/config.py#L1133,1133,40,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/core/config.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/core/config.py#L1194,1194,50,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/core/test_retinanet.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/core/test_retinanet.py#L119,119,46,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/core/test_retinanet.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/core/test_retinanet.py#L147,147,70,2,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/roidb.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/roidb.py#L173,173,53,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/json_dataset.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/json_dataset.py#L256,256,45,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L244,244,86,3,1,1,1,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L247,247,80,3,1,1,1,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/voc_dataset_evaluator.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/voc_dataset_evaluator.py#L45,45,49,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/voc_dataset_evaluator.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/voc_dataset_evaluator.py#L113,113,31,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/voc_dataset_evaluator.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/voc_dataset_evaluator.py#L114,114,30,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/dataset_catalog.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/dataset_catalog.py#L230,230,65,1,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/logging.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/logging.py#L35,35,45,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/net.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/net.py#L93,93,35,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/net.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/net.py#L237,237,41,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/vis.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/vis.py#L92,92,81,2,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/model_convert_utils.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/model_convert_utils.py#L105,105,35,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/model_convert_utils.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/model_convert_utils.py#L125,125,36,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/model_convert_utils.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/model_convert_utils.py#L175,175,41,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/model_convert_utils.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/model_convert_utils.py#L209,209,68,2,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/model_convert_utils.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/model_convert_utils.py#L371,371,28,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/model_convert_utils.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/model_convert_utils.py#L372,372,28,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/blob.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/blob.py#L132,132,29,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/blob.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/blob.py#L139,139,29,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/detector.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/detector.py#L133,133,31,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/detector.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/detector.py#L142,142,57,1,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/detector.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/detector.py#L143,143,43,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/detector.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/detector.py#L300,300,40,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/detector.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/detector.py#L321,321,42,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/detector.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/detector.py#L331,331,54,1,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/detector.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/detector.py#L347,347,58,1,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/FPN.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/FPN.py#L276,276,64,2,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/FPN.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/FPN.py#L290,290,64,2,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/fast_rcnn_heads.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/fast_rcnn_heads.py#L63,63,55,1,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/model_builder.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/model_builder.py#L335,335,35,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/model_builder.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/model_builder.py#L358,358,35,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/mask_rcnn_heads.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/mask_rcnn_heads.py#L49,49,55,1,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/mask_rcnn_heads.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/mask_rcnn_heads.py#L69,69,67,2,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/ResNet.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/ResNet.py#L169,169,68,3,1,1,1,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/ResNet.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/ResNet.py#L290,290,48,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/ResNet.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/ResNet.py#L350,350,48,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/retinanet_heads.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/retinanet_heads.py#L80,80,65,1,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/retinanet_heads.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/retinanet_heads.py#L84,84,65,1,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/rfcn_heads.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/rfcn_heads.py#L60,60,55,1,1,0,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/ops/generate_proposals.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/ops/generate_proposals.py#L114,114,30,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/ops/collect_and_distribute_fpn_rpn_proposals.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/ops/collect_and_distribute_fpn_rpn_proposals.py#L72,72,32,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/roi_data/rpn.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/roi_data/rpn.py#L280,280,46,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/tacotron2.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/tacotron2.py#L36,36,76,1,1,0,0,True
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/tacotron2.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/tacotron2.py#L121,121,87,1,1,0,0,True
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/tacotron2.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/tacotron2.py#L138,138,91,1,1,0,0,True
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/tacotron2.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/tacotron2.py#L223,223,45,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/feeder.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/feeder.py#L38,38,128,2,1,1,1,True
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/feeder.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/feeder.py#L223,223,87,1,1,0,0,True
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/feeder.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/feeder.py#L225,225,107,1,1,1,1,True
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/feeder.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/feeder.py#L229,229,115,1,1,1,1,True
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/feeder.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/feeder.py#L268,268,45,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/feeder.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/feeder.py#L272,272,34,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/utils/numbers.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/utils/numbers.py#L26,26,28,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/utils/numbers.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/utils/numbers.py#L27,27,47,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/utils/numbers.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/utils/numbers.py#L29,29,35,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/utils/numbers.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/utils/numbers.py#L30,30,29,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/utils/numbers.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/utils/numbers.py#L33,33,35,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/utils/numbers.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/utils/numbers.py#L36,36,29,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/attention.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/attention.py#L149,149,51,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/attention.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/attention.py#L150,150,52,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/attention.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/attention.py#L182,182,50,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/tacotron.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/tacotron.py#L65,65,133,3,1,1,1,True
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/tacotron.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/tacotron.py#L76,76,119,2,1,1,1,True
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/tacotron.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/tacotron.py#L87,87,110,2,1,1,1,True
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/tacotron.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/tacotron.py#L89,89,131,3,1,1,1,True
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/tacotron.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/tacotron.py#L210,210,55,1,1,0,0,True
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/tacotron.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/tacotron.py#L387,387,71,3,1,1,1,True
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/tacotron.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/tacotron.py#L439,439,45,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L8,8,34,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L32,32,28,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L137,137,75,2,1,0,0,True
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L154,154,87,2,1,0,0,True
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L180,180,41,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L212,212,38,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L260,260,32,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L295,295,37,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L328,328,43,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L361,361,47,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L396,396,46,1,0,0,0,False
